Data e Hora de Geração: 23-06-2024-14:45:44
Tempos em segundos:
Tamanho/Tipo,Aleatorio,Aleatorio-RangeMenor,Aleatorio-RangeMaior,Aleatorio-CEP,Aleatorio-Iguais,Aleatorio-Extremo,Crescente,Crescente-RangeMenor,Crescente-RangeMaior,Crescente-CEP,Crescente-Iguais,Crescente-Extremo,Decrescente,Decrescente-RangeMenor,Decrescente-RangeMaior,Decrescente-CEP,Decrescente-Iguais,Decrescente-Extremo
10000,0.000879,0.000489,0.002025,0.001284,0.000361,0.004042,0.000869,0.000531,0.002013,0.001367,0.000828,0.004043,0.000873,0.000488,0.001999,0.001274,0.001613,0.004018,
100000,0.009024,0.005009,0.020823,0.012931,0.003852,0.041707,0.008667,0.004867,0.019920,0.012640,0.008234,0.040139,0.008695,0.004873,0.020050,0.012762,0.016923,0.041099,
500000,0.054361,0.027492,0.112544,0.068901,0.020536,0.216259,0.054369,0.027663,0.115896,0.069767,0.045291,0.213340,0.054235,0.027625,0.114380,0.069580,0.089239,0.215562,
1000000,0.098391,0.056143,0.233377,0.140961,0.041569,0.435413,0.097293,0.055945,0.232386,0.141162,0.094306,0.43815,0.098310,0.056426,0.234267,0.141483,0.181227,0.436223,
Tempo Total,51.3132040
Tempo Médio Total,0.071268
