Data e Hora de Geração: 14-07-2024-11-34-28
Tempos em segundos:
Tamanho/Tipo,Aleatorio,Aleatorio-RangeMenor,Aleatorio-RangeMaior,Aleatorio-CEP,Aleatorio-Iguais,Aleatorio-Extremo,Crescente,Crescente-RangeMenor,Crescente-RangeMaior,Crescente-CEP,Crescente-Iguais,Crescente-Extremo,Decrescente,Decrescente-RangeMenor,Decrescente-RangeMaior,Decrescente-CEP,Decrescente-Iguais,Decrescente-Extremo
10000,0.007290,0.004747,0.021132,0.009744,0.003543,0.022976,0.007190,0.004722,0.021202,0.009690,0.007149,0.023098,0.007241,0.004772,0.020961,0.009676,0.012104,0.022919,
100000,0.072050,0.047538,0.210595,0.097061,0.035648,0.232285,0.072908,0.047782,0.211569,0.099099,0.072865,0.234645,0.074828,0.050017,0.211849,0.097642,0.123021,0.229204,
500000,0.422256,0.237011,1.052978,0.488307,0.179026,1.165648,0.430351,0.241324,1.062819,0.488934,0.359904,1.155554,0.421277,0.237699,1.051229,0.487759,0.612200,1.153307,
1000000,0.730895,0.473457,2.112367,0.977673,0.356579,2.359553,0.748807,0.479738,2.125750,0.986870,0.724686,2.323631,0.728437,0.486088,2.121725,0.980463,1.234126,2.323383,
Tempo Total,359.626084
Tempo Médio Total,0.499480
